state,state_abb,year,total_revenue,revenue_general_revenue,revenue_intergovernment_revenue,revenue_total_taxes,revenue_general_sales,revenue_selective_sales,revenue_license_taxes,revenue_individual_income_taxes,revenue_corporate_income_taxes,revenue_other_taxes,revenue_current_charges,revenue_misc_general_revenue,revenue_utility_revenue,revenue_liquor_stores_revenue,revenue_insurance_trust_revenue,total_expenditure,expend_intergovernment_expend,expenditure_direct_expenditure,expenditure_current_operations,expenditure_capital_outlay,expend_insurance_benefits_repay,expend_assistance_and_subsidies,expenditure_interest_on_debt,expend_exhibit_salaries_wages,total_general_expenditure,expend_intergov_general_expend,expend_direct_general_expend,expenditure_education,expenditure_public_welfare,expenditure_hospitals,expenditure_health,expenditure_highways,expenditure_police_protection,expenditure_correction,expenditure_natural_resources,expenditure_parks_and_recreation,expend_government_administration,expend_interest_on_general_debt,expend_other_and_unallocable,expenditure_utility_expenditure,expenditure_liquor_stores,expenditure_insurance_trust,debt_at_end_of_fiscal_year,cash_and_security_holdings
mississippi,MS,2002,11052453,11043568,4534595,4728905,2340474,842849,301354,985117,195814,63297,1193319,586749,NA,176025,-167140,12742438,3456588,9285850,6774658,992105,1138143,170082,210862,1708423,11461763,3456588,8005175,3922172,3412798,665019,267921,968774,67902,272024,198375,37484,203766,210862,1234666,NA,142532,1138143,4159879,21777391
mississippi,MS,2001,11692949,10320074,3856416,4749481,2325630,811664,304063,1033367,210786,63971,1081676,632501,0,168855,1204020,11727422,3354226,8373196,6118400,913532,980663,171780,188821,1608937,10610118,3354226,7255892,3662650,2856361,690264,281956,862068,71659,271627,213993,73404,203444,188821,1233871,0,136641,980663,3819476,23109542
mississippi,MS,2000,12181038,9635757,3469583,4711594,2333384,813552,278803,1006662,227716,51477,906282,548298,0,164761,2380520,10972174,3248019,7724155,5615302,980128,789655,156596,182474,1563960,10049045,3248019,6801026,3475688,2532682,598815,291496,964873,68782,256750,232460,50249,222958,182474,1171818,0,133474,789655,3222129,21915232
mississippi,MS,1999,10700917,8971867,3098579,4573823,2230309,798107,281555,983045,229501,51306,848152,451313,0,156417,1572633,9926812,3018675,6908137,4962236,905315,728577,147102,164907,1513424,9072583,3018675,6053908,3179212,2184860,433410,269645,920104,58444,237733,202585,50256,220852,164907,1150575,0,125652,728577,3224428,18275051
mississippi,MS,1998,10611243,8399929,2947073,4242525,2034804,763267,300255,847075,244301,52823,782361,427970,0,148358,2062956,9335836,2876187,6459649,4452290,1013915,690420,146971,156053,1504935,8526198,2876187,5650011,3041818,1887879,466143,248810,867780,55715,220605,190599,138674,232400,156053,1019722,0,119218,690420,2673577,16484105
mississippi,MS,1997,9400400,7895021,2904204,4016549,1916461,748648,266271,791009,225924,68236,742604,231664,0,142333,1363046,9005740,2685689,6320051,4236392,925187,877487,129454,151531,1294145,8013965,2685689,5328276,2751842,1891305,422071,247910,775672,56158,212029,162509,115962,265401,151531,961575,0,114288,877487,2454627,14574295
mississippi,MS,1996,8864863,7461122,2696263,3860523,1831963,770439,247462,742157,201742,66760,674998,229338,0,134337,1269404,8216867,2506429,5710438,3930553,856423,671822,115827,135813,1199456,7436968,2506429,4930539,2724296,1657877,380099,242541,718420,52324,230472,168063,108098,227559,135813,791406,0,108077,671822,2232015,13089366
mississippi,MS,1995,8300728,7055718,2556495,3599244,1691654,730669,226427,683247,203339,63908,652209,247770,0,131181,1113829,7413908,2278909,5134999,3737654,572363,600559,108787,115636,1147840,6707914,2278909,4429005,2494844,1631094,349039,193026,584801,49793,139495,164255,89931,180122,115636,715932,0,105435,600559,1924051,12547784
mississippi,MS,1994,7696865,6607121,2494417,3325387,1586879,655481,210330,637637,167873,67187,569582,217735,0,129343,960401,6796348,2070637,4725711,3399050,546155,515357,145187,119962,1049703,6177031,2070637,4106394,2284893,1593618,278084,184112,560284,42014,103383,149779,59293,155208,119962,646463,0,103960,515357,2066203,11687414
mississippi,MS,1993,7180220,6030790,2296460,2983438,1414346,552605,185070,587589,171049,72779,537440,213452,0,124010,1025420,6217303,1946210,4271093,3019856,498350,532433,110321,110133,980624,5585172,1946210,3638962,2041912,1349249,265741,155442,570838,36713,91438,212936,34031,133991,110133,582749,0,99698,532433,1659010,9334817
mississippi,MS,1992,6177389,5289771,2077281,2494392,1182356,494777,155912,439577,146308,75462,494515,223583,0,122830,764788,5762085,1765089,3996996,2852119,477498,446313,105325,115741,986032,5216887,1765089,3451798,1993166,1210498,241776,153976,538749,36894,87310,125371,23769,130576,115741,559063,0,98885,446313,1625737,7473451
mississippi,NA,2017,20186590,18953932,8147073,7862299,3429670,1536973,529709,1872055,424673,69219,1590327,594503,NA,348110,1785669,22270614,5225210,17045404,12643419,1221672,1880311,396601,250091,2697441,17423996,5225210,14189768,6431695,6440718,1456620,423381,1455496,150445,365388,239900,49899,410454,237943,1443966,NA,292430,1880311,7265891,30755023
missouri,MO,2018,39804179,30919843,11947706,13027504,3686274,1852953,598601,6510224,333724,45728,3139464,2805169,NA,NA,8884336,34992860,6336401,28656459,21010758,1346219,4907655,621873,769954,3954740,30079041,6336401,23742640,9820813,9685146,2436367,1957028,1488273,258835,783787,375964,41499,895960,769954,1250629,52693,NA,4907655,17854734,56309750
missouri,MO,2017,39873277,29530314,11322122,12495505,3604570,1799366,590747,6149468,307443,43911,3116903,2595784,NA,NA,10342963,33635650,6298000,27337650,19936731,1248841,4739931,639495,772652,4027051,28895719,6298000,22597719,9976109,8995674,2212142,1988453,1391549,235665,827462,302370,69035,569498,772652,1555110,0,NA,4739931,18419751,73595342
missouri,MO,2016,33039255,28850421,10987857,12245169,3536396,1765868,547326,6023701,328736,43142,3045528,2571867,NA,NA,4188834,32778347,6172736,26605611,19489455,1277634,4537344,531621,769557,3926595,28241003,6172736,22068267,10023638,8666452,1991846,1838161,1375206,230785,814328,306015,82539,557284,769557,1585192,0,NA,4537344,19103212,70627828
missouri,MO,2015,34610377,28038945,10736241,11956143,3380034,1704177,547993,5856131,425776,42032,2914544,2432017,0,0,6571432,32468396,5987018,26481378,18613167,1364116,5112644,615372,776079,3885344,27355752,5987018,21368734,9629687,8399342,1795171,1740525,1470145,232679,812003,295526,59137,530179,776079,1615279,0,0,5112644,19350325,75049226
missouri,MO,2014,38507979,26676934,10394689,11240654,3285563,1629647,564471,5361976,357724,41273,2755336,2286255,0,0,11831045,30650264,5785229,24865035,17897955,1314061,4306406,593874,752739,3848581,26343858,5785229,20558629,9169285,8078290,1729803,1640651,1472512,217062,824451,340393,46802,538195,752739,1533675,0,0,4306406,19041613,79975399
missouri,MO,2013,37554166,26662036,10497449,11139394,3154531,1636512,549473,5380651,377258,40969,2715431,2309762,0,0,10892130,30450510,5771802,24678708,17463592,1457994,4411504,554905,790713,3769483,26039006,5771802,20267204,8952460,7988161,1683129,1585857,1595271,214524,736445,339286,41386,523093,790713,1588681,0,0,4411504,19307770,62864144
missouri,MO,2012,31065599,26487433,10814599,10802052,3103410,1661530,563570,5131686,301681,40175,2591942,2278840,0,0,4578166,31102862,5877847,25225015,17536408,1770863,4530544,547914,839286,3768542,26572318,5877847,20694471,9059827,8153718,1653255,1499487,1867327,241555,723635,348386,40000,484422,839286,1661420,0,0,4530544,20385537,69725939
missouri,MO,2011,38612603,27088562,12015114,10115576,2972654,1655541,574963,4534346,323593,54479,2778187,2179685,0,0,11524041,30646880,5948493,24698387,16709191,1767540,4874147,525418,822091,3764288,25772733,5948493,19824240,8854989,7586724,1492957,1402255,2032506,218447,720834,307101,37915,532697,822091,1764217,0,0,4874147,20682303,70741709
missouri,MO,2010,33914202,26110249,11798319,9707053,2919117,1609482,594456,4326507,206936,50555,2656716,1948161,0,0,7803953,30781944,6227955,24553989,16279680,1920922,4976914,556509,819964,3789775,25805030,6227955,19577075,8949863,7327029,1471659,1375621,2326314,210649,719591,367173,38396,549774,819964,1648997,0,0,4976914,20421226,62767461
missouri,MO,2009,17969081,24441178,9619643,10274618,3030477,1568443,571673,4771576,278661,53788,2564778,1982139,0,0,-6472097,28613023,5936688,22676335,15642798,1843989,3794187,546686,848675,3820020,24818836,5936688,18882148,8802642,6929810,1351676,1300238,2230978,211349,765995,383460,44142,544104,848675,1405767,0,0,3794187,19241356,58359700
missouri,MO,2008,25285284,24253709,8574430,10919336,3228274,1542357,604928,5118849,384010,40918,2429759,2330184,0,0,1031575,26865659,5743498,21122161,14626384,1776134,3167446,505075,1047122,3661593,23698213,5743498,17954715,8675805,6231774,1322145,1163167,2034235,214579,754740,347965,37236,541561,1047122,1327884,0,0,3167446,19740684,69352772
missouri,MO,2007,32729141,23099370,8005044,10705687,3272919,1541579,631284,4834820,390657,34428,2299457,2089182,0,0,9629771,25193426,5559734,19633692,13582332,1689175,2877254,435697,1049234,3470202,22316172,5559734,16756438,7964401,5804854,1210980,1077855,2172267,198852,669121,339545,38340,519813,1049234,1270910,0,0,2877254,18715821,74552203
missouri,MO,2006,28760837,22373092,7936489,10180598,3100045,1569266,628927,4491428,343689,47243,2166823,2089182,0,0,6387745,24335073,5386306,18948767,13358330,1607837,2634529,418810,929261,3347207,21700544,5386306,16314238,7557446,5996158,1155045,1050653,1993873,190067,605601,347642,41376,520733,929261,1312689,0,0,2634529,17668630,71433135
missouri,MO,2005,26820654,21425043,7904419,9543814,3036441,1562539,641550,4014574,218229,70481,2068295,1908515,0,0,5395611,23150843,5489120,17661723,12425427,1324552,2470792,719473,721479,3263495,20680051,5489120,15190931,7262960,6315288,1182344,700460,1737885,155192,632552,317359,47647,588329,721479,1018556,0,0,2470792,16183549,62172150
missouri,MO,2004,26237744,20204731,7412108,9119664,2950055,1518453,605590,3720749,224366,100451,1884203,1788756,0,0,6033013,22038965,5260101,16778864,11428958,1505282,2551924,653594,639106,3101488,19487011,5260101,14226910,6868317,5657912,1041370,665345,1853322,134869,609300,325328,52556,616591,639106,1022995,30,0,2551924,16218362,59430937
missouri,MO,2003,22023719,19135079,7172806,8627396,2819814,1406582,562934,3519844,205729,112493,1705748,1629129,0,0,2888640,21566197,5159094,16407103,11063929,1712778,2428979,596467,604950,3078519,19137212,5159094,13978118,6732710,5591971,893540,585878,1854329,162920,656273,290176,56018,774406,604950,934041,6,0,2428979,13855016,49558702
missouri,MO,2002,19085356,18653645,6818675,8728932,2854718,1285224,517675,3615391,300459,155465,1443673,1662365,NA,NA,431711,20840783,5073185,15767598,10921216,1556163,2133099,589155,567965,3216297,18707684,5073185,13634499,6717220,5496624,888708,485805,1871062,211894,619674,293627,50672,547846,567965,956587,NA,NA,2133099,12692540,47734162
missouri,MO,2001,20133937,17527810,5612433,8837196,2804891,1220236,587063,3815194,236261,173551,1448428,1629753,0,0,2606127,18888113,4802371,14085742,9799623,1407343,1765035,530522,583219,3166495,17123078,4802371,12320707,6432878,4678233,711157,612744,1545353,177903,604714,312028,41493,520170,583219,903186,0,0,1765035,11373216,44991145
missouri,MO,2000,20309205,16485555,5256129,8571548,2787531,1244074,575609,3550284,265467,148583,1351070,1306808,0,0,3823650,17293111,4528746,12764365,8816971,1457676,1455855,490406,543457,2927113,15837256,4528746,11308510,5949860,4006324,592624,591534,1491193,158817,529451,284332,42521,512083,543457,1135060,0,0,1455855,9819715,47592204
missouri,MO,1999,19504680,15770004,4733323,8563594,2716070,1202390,603109,3627422,276523,138080,1245184,1227903,0,0,3734676,16524873,4441636,12083237,8542843,1400785,1178970,460993,499646,2719515,15345903,4441636,10904267,5731961,3725982,526665,619811,1399336,171600,492239,251546,53725,685246,499646,1188146,0,0,1178970,8903117,39727822
missouri,MO,1998,19020637,14884052,4246338,8221876,2627839,1171787,574521,3371717,357904,118108,1201403,1214435,0,0,4136585,15313244,4176567,11136677,7853817,1233932,1121912,449358,477658,2533149,14191332,4176567,10014765,5450817,3301240,460591,603186,1278170,154872,461253,247236,38075,551308,477658,1166926,0,0,1121912,8091313,35726293
missouri,MO,1997,16600626,13773787,3719819,7815966,2592460,1109501,562367,3038167,411045,102426,1154041,1083961,0,0,2826839,14229714,3944195,10285519,6932243,1332136,1147714,430471,442955,2423225,13082000,3944195,9137805,5051366,3066313,441048,569282,1264747,155908,368118,263132,37805,636803,442955,784523,0,0,1147714,7579129,32266896
missouri,MO,1996,17050787,13022026,3710742,7210351,2465479,985987,516491,2740707,425542,76145,1103424,997509,0,0,4028761,12944475,3434437,9510038,6463709,1112757,1090024,433122,410426,2249168,11854451,3434437,8420014,4386693,2898138,480455,551261,1151756,130094,312039,230651,28190,509098,410426,765650,0,0,1090024,7128377,29304753
missouri,MO,1995,15586334,12515675,3802198,6751959,2348110,928478,481194,2535063,369424,89690,1039173,922345,0,0,3070659,12482046,3461819,9020227,6192522,955731,1081897,440156,349921,2120554,11400149,3461819,7938330,4285044,2887551,441292,487949,1159689,126120,265242,237847,26933,399692,349921,732869,0,0,1081897,6714353,27125007
missouri,MO,1994,13358686,11345021,3718513,5909982,2195890,789837,460153,2141522,252392,70188,937547,778979,0,0,2013665,11548995,3250024,8298971,5772480,747704,959139,427402,392246,1999395,10589856,3250024,7339832,3942657,2665909,423349,435920,1110567,116245,221697,208465,23115,329780,392246,719906,0,0,959139,6511570,20946819
missouri,MO,1993,12558767,10334735,3220673,5479884,2016876,749966,439361,2006279,192718,74684,875120,759058,0,0,2224032,10893557,2909208,7984349,5349078,867289,991407,348308,428267,1913598,9902150,2909208,6992942,3700500,2498383,400882,388672,938015,104283,208022,201863,27161,459013,428267,547089,0,0,991407,6516158,19344595
missouri,MO,1992,11619246,9872284,2956376,5131360,1916680,671959,407396,1844004,229730,61591,816448,968100,0,0,1746962,10445849,2773013,7672836,5311631,712495,932806,321312,394592,1914685,9513043,2773013,6740030,3529312,2516484,388183,333158,958218,97446,201873,213410,32012,311022,394592,537333,0,0,932806,6301143,17773841
montana,MT,2018,9239440,7021451,3124693,2944827,0,631797,352066,1300809,176132,484023,526034,425897,0,99100,2118889,7805481,1113197,6692284,4982167,404754,1108873,87500,108990,1094046,6595193,1113197,5481996,1893109,2220855,63105,106585,645834,54835,218878,311697,16694,362996,108990,300891,18572,85974,1108873,2739404,20499545
montana,MT,2017,9068008,6618079,3054845,2654444,0,576214,329874,1177958,125003,445395,505976,402814,NA,96514,2353415,7745680,1128565,6617115,4993091,370538,1068360,76301,108825,1149813,6578680,1128565,5450115,1917463,2169871,65323,206589,610663,39216,212280,284861,17013,436856,108825,509720,15492,83148,1068360,2795614,19403925
montana,MT,2016,6878900,6027319,2455420,2627943,NA,562474,319020,1181042,118969,446438,496582,447374,NA,93996,757585,7316671,1182607,6134064,4573620,396673,944515,108254,111002,1081620,6272823,1182607,5090216,1917939,1769351,70542,222479,645768,38824,215757,271989,23056,459371,111002,526745,17794,81539,944515,3052423,18742883
montana,MT,2015,7487622,6276612,2468165,2843465,0,603200,350769,1180478,168039,540979,555676,409306,0,89312,1121698,7451676,1395263,6056413,4194612,667164,951574,124557,118506,1078555,6406607,1395263,5011344,1997896,1545178,55639,161969,761719,57872,214638,215945,21897,433368,118506,821980,15025,78470,951574,3206612,18620346
montana,MT,2014,8946019,5977163,2341686,2655553,0,550254,314271,1063261,150139,577628,549838,430086,0,85346,2883510,7270932,1382045,5888887,4088225,639144,918090,118388,125040,1018175,6262764,1382045,4880719,1933675,1503493,51534,156505,747602,54459,198745,239190,19327,375173,125040,858021,15297,74781,918090,3402199,18067782
montana,MT,2013,8005895,5765650,2161997,2644610,0,558961,320858,1045500,170999,548292,540793,418250,0,82147,2158098,7073354,1373069,5700285,3883434,630283,932023,115506,139039,1006568,6058697,1373069,4685628,1856783,1421146,49673,175007,683224,51138,191150,322807,17486,380054,139039,771190,11748,70886,932023,3516016,17727457
montana,MT,2012,6572074,5651421,2206636,2459324,0,544733,315571,900180,132361,566479,521596,463865,0,78406,842247,7062896,1316548,5746348,3821986,758287,915662,108170,142243,992277,6066330,1316548,4749782,1818019,1356335,46671,168359,843081,55339,189232,257857,15232,376209,142243,797753,13147,67757,915662,3995366,17923370
montana,MT,2011,7950510,5768585,2414552,2303516,0,533372,307838,812629,123985,525692,605674,444843,0,73456,2108469,7105366,1352917,5752449,3811860,730434,946281,108377,155497,980364,6082012,1352917,4729095,1840578,1390134,47762,170135,709293,48159,188537,259715,31274,420478,155497,820450,13609,63464,946281,4033356,16596265
montana,MT,2010,7476954,6008627,2504673,2142809,0,532013,308933,714814,93225,493824,578992,782153,0,68044,1400283,7052380,1334478,5717902,3716530,755124,971106,104786,170356,960080,6004791,1334478,4670313,1824149,1305718,47333,166217,734164,47282,184888,235500,17904,423980,170356,847300,15012,61471,971106,4156638,15515886
montana,MT,2009,4828033,5711793,2097188,2407400,0,529392,297986,827196,164255,588571,503559,703646,0,67255,-951015,6268607,1276112,4992495,3241813,707903,775308,99478,167993,912618,5419903,1276112,4143791,1786990,1235984,47418,139165,640962,45213,180160,229264,18904,412461,167993,515389,12076,61320,775308,4469708,14496445
montana,MT,2008,6402859,5490621,1919126,2457929,0,544402,311029,870064,161713,570721,525124,588442,0,69256,842982,6137669,1318649,4819020,3206493,653471,655008,94740,209308,879718,5423506,1318649,4104857,1839799,1065604,44955,152645,606818,47166,168127,279698,14950,362540,209308,631896,25,59130,655008,4660223,16176597
montana,MT,2007,7128138,5190475,1813956,2319992,0,530159,308304,832916,178707,469906,497189,559338,0,63960,1873703,5553079,1175674,4377405,2865098,622143,602110,99584,188470,830166,4895079,1175674,3719405,1688003,993979,42590,133603,599237,40448,146574,234061,13094,337996,188470,477024,465,55425,602110,4527455,16815652
montana,MT,2006,6130467,4935220,1825693,2126324,0,513927,243320,768911,153675,446491,476860,506343,0,58995,1136252,5194561,1088009,4106552,2742216,557479,559379,91232,156246,772164,4583636,1088009,3495627,1521807,852364,40541,289744,583233,40213,143466,204497,15292,282883,156246,453350,1129,50417,559379,4353768,14437677
